code_flag,gw_part_no,serialn_no,op_id,trans_date,trans_time,mc_no,area,roll_length,no_208,item_208,date_208,roll_weight,roll_weight_old,roll_length_inch,roll_length_old,roll_length_inch_old,roll_weight_dif,roll_length_dif,roll_length_inch_dif,transaction,txt_trans_date,txt_trans_time,trans_ways,assy_lot,oper,cimes_hist_seq,cimes_ent_hist_seq,die_count,die_count_old,die_count_dif,cimes_transaction,
N  ,1091A08C41               ,N221A131-0011  ,25745     ,20220303,183125,          ,TA,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0010  ,25745     ,20220303,183125,          ,TA,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0009  ,25745     ,20220303,183125,          ,TA,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0008  ,25745     ,20220303,183125,          ,TA,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0007  ,25745     ,20220303,183125,          ,TA,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
R  ,1091A09T41               ,N2215181-0029  ,23397     ,20220305,90217,BB451     ,TA,312.113,2021032817,1,20210625,0.000,0.000,1023.730,312.113,1023.730,0.000,0.000,0.000,RETURN    ,20220305,90217,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S2210128-0066  ,24246     ,20220307,32158,BBH40     ,TA,394.062,2022007972,2,20220215,0.000,0.000,1292.523,394.062,1292.523,0.000,0.000,0.000,STATUS    ,20220307,32158,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0945-8821  ,23397     ,20220307,134701,BBU77     ,TA,2316.694,2022011077,4,20220304,0.000,0.000,7598.757,2316.694,7598.757,0.000,0.000,0.000,STATUS    ,20220307,134701,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06C21               ,R21A133-0035   ,19186     ,20220308,14409,BB548     ,TA,75.146,2021069733,1,20211229,0.000,0.000,246.477,75.146,246.477,0.000,0.000,0.000,STATUS    ,20220308,14409,M,            ,0,0,0,0,0,0,          ,
N  ,1091A06C41               ,N2222141-0016  ,13398     ,20220308,132927,          ,TA,3000.000,2022011754,3,20220308,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220308,132927,M,,0,0,0,0,0,0,,
A  ,1091A07T21               ,S21Z0906-8537  ,24246     ,20220312,34222,BBU20     ,TA,757.541,2022010464,2,20220301,0.000,0.000,2484.735,757.541,2484.735,0.000,0.000,0.000,STATUS    ,20220312,34222,M,            ,0,0,0,0,0,0,          ,
