ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM
BB211,UTC3000,RUNNING,R02AWGC02,2200,024XJAW020,AAW024XJ6010B,22-01-12 09:36,22-01-11 21:16,MXIC,STBGA24A4L,4225,01/25/2022 MP
BB212,UTC3000,IDLE,,,,ALW078EP1001A,,22-01-11 06:00,,,,
BB213,UTC3000,RUNNING,R02AWE101,3200,024XJAW020,AAW024XJ6010B,22-01-12 14:24,22-01-12 02:03,MXIC,STBGA24A4L,4230,
BB214,UTC3000,RUNNING,R02AWBN02,2200,048TPAW086,AAW048TP1041B,22-01-12 04:22,22-01-11 19:05,MXIC,TSOP1-48/M2,720,
BB215,UTC3000,IDLE,,,,ALW078EP1001A,,22-01-11 07:55,,,,
BB216,UTC3000,RUNNING,R02AWE202,3200,024XJAW020,AAW024XJ6010B,22-01-12 09:30,22-01-11 20:22,MXIC,STBGA24A4L,4502,
BB217,UTC3000,IDLE,,,,AMS096EC3001B,,22-01-11 14:53,,,,
BB218,UTC3000,RUNNING,R02MSAF02,2200,078EPMS004,AMS078EP1001A,22-01-12 16:05,22-01-11 18:54,MTI,FBGA-78UEP,5817,
BB219,UTC3000,RUNNING,R02AWGC01,2200,024XJAW020,AAW024XJ6010B,22-01-12 08:58,22-01-11 20:46,MXIC,STBGA24A4L,4180,
BB220,UTC3000,RUNNING,P53MSNP03,2200,078EPMS004,AMS078EP1001A,22-01-12 12:37,22-01-11 14:55,MTI,FBGA-78UEP,5960,
BB221,UTC3000,WAIT-REPAIR,,,,AOK048TV1029A,,22-01-10 14:08,,,,
BB222,UTC3000,RUNNING,R02AWFQ02,2200,024XJAW020,AAW024XJ6010B,22-01-12 07:25,22-01-11 19:07,MXIC,STBGA24A4L,4219,
BB223,UTC3000,RUNNING,R02AWE104,3200,024XJAW020,AAW024XJ6010B,22-01-12 15:56,22-01-12 03:52,MXIC,STBGA24A4L,4135,01/12/2022 MP
BB224,UTC3000,RUNNING,R02AWBK30,2200,048TPAW086,AAW048TP1041B,22-01-12 12:22,22-01-12 03:05,MXIC,TSOP1-48/M2,720,01/13/2022 MP
BB225,UTC3000,IDLE,,,,ALW078C93002A,,22-01-11 09:55,,,,01/14/2022 MP
BB226,UTC3000,RUNNING,R02AWGC03,2200,024XJAW020,AAW024XJ6010B,22-01-12 17:21,22-01-12 04:52,MXIC,STBGA24A4L,4280,01/15/2022 MP
BB227,UTC3000,RUNNING,R02AWFP03,2200,024XJAW020,AAW024XJ6010B,22-01-12 11:57,22-01-12 01:53,MXIC,STBGA24A4L,3443,01/16/2022 MP
BB228,UTC3000,IDLE,,,,ALW078EP1001A,,22-01-11 19:56,,,,01/17/2022 MP
BB229,UTC3000,IDLE,,,,AAW024XJ6010B,,22-01-12 05:23,,,,01/18/2022 MP
BB230,UTC3000,RUNNING,R02AWE102,3200,024XJAW020,AAW024XJ6010B,22-01-12 08:24,22-01-11 20:02,MXIC,STBGA24A4L,4240,01/19/2022 MP
BB231,UTC3000,IDLE,,,,ANV345XTC011A,,22-01-12 07:34,,,,01/20/2022 MP
BB232,UTC3000,RUNNING,P53MSKA01,2200,078EPMS004,AMS078EP1001A,22-01-12 18:55,22-01-09 17:32,MTI,FBGA-78UEP,5920,01/21/2022 MP
BB233,UTC3000,WAIT-REPAIR,R02AWGG01,2200,024XJAW017,AAW024XJ6011B,22-01-12 20:53:05,22-01-12 07:14,MXIC,STBGA24A4L,4260,01/14/2022 MP
BB234,UTC3000,IDLE,,,,AAW024XJ6010B,,22-01-12 06:56,,,,01/23/2022 MP
BB235,UTC3000,RUNNING,R02AWBN11,2200,048TPAW086,AAW048TP1041B,22-01-12 09:42,22-01-12 00:25,MXIC,TSOP1-48/M2,720,01/24/2022 MP
BB441,UTC1000S,RUNNING,R02AWGW09,2200,048TPAW054,AAW048TP1026E,22-01-12 07:25,22-01-12 01:43,MXIC,TSOP1-48/48M,2160,
BB442,UTC1000S,RUNNING,R02AWDP17,2200,064MRAW029,AAW064MR1009A,22-01-12 09:44,22-01-11 21:26,MXIC,MBGA64J4U,4000,
BB443,UTC1000S,RUNNING,R02BUAT02,2200,078EABU001,ABU078EA1001A,22-01-12 14:15,22-01-12 05:29,ICSI,FBGA-78LEA,2640,
BB444,UTC1000S,RUNNING,R02BUAT04,2200,078EABU001,ABU078EA1001A,22-01-12 10:54,22-01-12 06:58,ICSI,FBGA-78LEA,1166,
BB445,UTC1000S,RUNNING,R02ABMN06,2200,066TNAB031,AAB066TN1003A,22-01-12 16:15,22-01-12 06:26,WINBOND,TSOP2-66ME,2880,
BB446,UTC1000S,IDLE,,,,AMS048TW1046A,,22-01-11 17:14,,,,
BB447,UTC1000S,WAIT-SETUP,R02BUAC04,2200,096EABU001,ABU096EA1001A,22-01-12 08:24:06,22-01-12 07:46,ICSI,FBGA-96LEA,2560,
BB448,UTC1000S,SETUP,,,,ABU054NB2004C,22-01-12 09:07,22-01-12 07:43,,,,
BB449,UTC1000S,SETUP,R02MSFE01,2200,096ECMS010,AMS096EC3001B,22-01-12 08:28,22-01-12 07:58,MTI,FBGA-96UEC,5600,
BB450,UTC1000S,WAIT-REPAIR,,,,ABU056TH2005A,,22-01-11 17:38,,,,
BB451,UTC1000S,RUNNING,R02CDAQ06,2200,096CACD004,ACD096CA4001B,22-01-12 09:51,22-01-11 22:52,ETRON,FBGA-96UH6B,2666,
BB452,UTC1000S,RUNNING,R02ABK706,2200,060EMAB004,AAB060EM2001A,22-01-12 14:08,22-01-11 22:55,WINBOND,FBGA60UEM2-1,4694,01/12/2022 MP
BB453,UTC1000S,RUNNING,R02BUA405,2200,084UCBU004,ABU084CC2001C,22-01-12 15:02,22-01-12 03:14,ICSI,FBGA-84UC(2),3369,01/13/2022 MP
BB454,UTC1000S,RUNNING,R02ABK402,2200,060EMAB004,AAB060EM2001A,22-01-13 00:07,22-01-11 23:39,WINBOND,FBGA60UEM2-1,7563,01/14/2022 MP
BB455,UTC1000S,IDLE,,,,AAW064MR1008B,,22-01-11 23:41,,,,01/15/2022 MP
BB456,UTC1000S,RUNNING,R02BUA937,2200,086TABU026,ABU086TA1007A,22-01-12 09:32,22-01-12 01:53,ICSI,TSOP2-86E,1600,01/16/2022 MP
BB457,UTC1000S,RUNNING,R02BUAT03,2200,078EABU001,ABU078EA1001A,22-01-12 11:54,22-01-12 03:08,ICSI,FBGA-78LEA,2638,01/17/2022 MP
BB458,UTC1000S,RUNNING,R02BUA940,2200,086TABU026,ABU086TA1007A,22-01-12 03:49,22-01-11 20:09,ICSI,TSOP2-86E,1600,01/18/2022 MP
BB459,UTC1000S,IDLE,,,,AMS048TW1046A,,22-01-11 16:59,,,,01/19/2022 MP
BB460,UTC1000S,ENG,P53YZAD07,2200,096EIYZ001,AYZ096EI1002A,22-01-11 15:16,22-01-11 15:16,ZJP,FBGA-96UEI,2900,01/20/2022 MP
BB461,UTC1000S,WAIT-SETUP,,,,AAB066TN1004A,,22-01-12 06:14,,,,01/21/2022 MP
BB462,UTC1000S,RUNNING,R02AWDP21,2200,064MRAW029,AAW064MR1009A,22-01-12 14:01,22-01-12 01:52,MXIC,MBGA64J4U,3954,01/15/2022 MP
BB463,UTC1000S,RUNNING,P53MSJ803,2200,078ENMS007,AMS078EN1002A,22-01-12 13:45,22-01-11 23:28,MTI,FBGA-78UEN,3500,01/23/2022 MP
BB465,UTC1000S,RUNNING,R02AWD901,2200,024MAAW048,AAW024MA6025A,22-01-12 09:47,22-01-11 21:20,MXIC,MINIBGA24A4L,8550,01/24/2022 MP
BB466,UTC1000S,WAIT-SETUP,P53MSJF07,2200,078ENMS007,AMS078EN1002A,22-01-12 16:26:08,22-01-12 06:55,MTI,FBGA-78UEN,3520,01/25/2022 MP
BB467,UTC1000S,WAIT-SETUP,,,,ABU048TP2010A,,22-01-12 06:13,,,,01/26/2022 MP
BB468,UTC1000S,RUNNING,R02AWGR15,2200,048TPAW056,AAW048TP1024D,22-01-12 06:45,22-01-12 00:50,MXIC,TSOP1-48/48M,2160,01/27/2022 MP
BB469,UTC1000S,RUNNING,R02ABK704,2200,060EMAB004,AAB060EM2001A,22-01-12 11:51,22-01-11 10:42,WINBOND,FBGA60UEM2-1,7774,01/28/2022 MP
BB470,UTC1000S,RUNNING,R02AWDR01,2200,064MRAW029,AAW064MR1009A,22-01-12 19:48,22-01-12 07:51,MXIC,MBGA64J4U,3887,01/29/2022 MP
BB471,UTC1000S,WAIT-SETUP,,,,AAB066TN1003A,,22-01-12 06:06,,,,01/30/2022 SP
BB472,UTC1000S,RUNNING,R02MSF508,2200,048TWMS063,AMS048TW1053A,22-01-12 06:52,22-01-11 23:59,MTI,TSOP1-48AM,2160,01/31/2022 SP
BB473,UTC1000S,RUNNING,R02ABMM03,2200,066TNAB031,AAB066TN1003A,22-01-12 16:08,22-01-12 06:19,WINBOND,TSOP2-66ME,2880,
BB474,UTC1000S,RUNNING,R02ABMN08,2200,066TNAB031,AAB066TN1003A,22-01-12 09:21,22-01-12 04:39,WINBOND,TSOP2-66ME,1362,
BB475,UTC1000S,RUNNING,R02MSF512,2200,048TWMS063,AMS048TW1053A,22-01-12 13:03,22-01-12 06:09,MTI,TSOP1-48AM,2160,
BB476,UTC1000S,RUNNING,R02ABM701,2200,096ELAB047,AAB096EL1017A,22-01-12 20:26,22-01-12 07:14,WINBOND,FBGA96UEL(2),2847,
BB477,UTC1000S,RUNNING,P53MSJF06,2200,078ENMS007,AMS078EN1002A,22-01-12 12:43,22-01-11 22:21,MTI,FBGA-78UEN,3520,
BB478,UTC1000S,RUNNING,R02MSFS04,2200,048TWMS067,AMS048TW1057A,22-01-12 04:54,22-01-11 22:56,MTI,TSOP1-48AM,2160,
BB479,UTC1000S,RUNNING,R02ABND01,2200,024MAAB104,AAB024MAA016A,22-01-12 07:38,22-01-12 06:58,WINBOND,MBGA24D4U,498,
BB480,UTC1000S,WAIT-SETUP,,,,AAB066TN1003A,,22-01-12 06:08,,,,
BB481,UTC1000S,IDLE,,,,ABU096EA1001A,,22-01-12 07:54,,,,
BB482,UTC1000S,RUNNING,R02MSFU04,2200,048TWMS067,AMS048TW1057A,22-01-12 13:38,22-01-12 07:40,MTI,TSOP1-48AM,2160,
BB483,UTC1000S,RUNNING,R02AWGX11,2200,048TPAW054,AAW048TP1026E,22-01-12 08:54,22-01-12 03:13,MXIC,TSOP1-48/48M,2160,
BB484,UTC1000S,RUNNING,R02MSFS08,2200,048TWMS067,AMS048TW1057A,22-01-12 08:13,22-01-12 02:14,MTI,TSOP1-48AM,2160,01/12/2022 MP
BB485,UTC1000S,RUNNING,R02ABK403,2200,060EMAB004,AAB060EM2001A,22-01-12 23:55,22-01-11 23:05,WINBOND,FBGA60UEM2-1,7680,01/13/2022 MP
BB486,UTC1000S,RUNNING,R02MSFU01,2200,048TWMS067,AMS048TW1057A,22-01-12 13:35,22-01-12 07:36,MTI,TSOP1-48AM,2160,01/14/2022 MP
BB487,UTC1000S,RUNNING,R02ABN402,2200,096ELAB016,AAB096EL1003A,22-01-13 01:30,22-01-12 01:09,WINBOND,FBGA96UEL(2),5916,01/15/2022 MP
BB488,UTC1000S,RUNNING,R02AWDP22,2200,064MRAW029,AAW064MR1009A,22-01-12 11:36,22-01-11 23:19,MXIC,MBGA64J4U,3999,01/16/2022 MP
BB489,UTC1000S,RUNNING,R02CDAQ02,2200,096CACD004,ACD096CA4001B,22-01-12 09:57,22-01-11 10:59,ETRON,FBGA-96UH6B,5600,01/17/2022 MP
BB490,UTC1000S,IDLE,,,,AB054NB2002A,,22-01-12 07:50,,,,01/18/2022 MP
BB496,UTC1000S,RUNNING,R02CSA101,2200,054TSCS008,ACS054TS1004A,22-01-12 10:24,22-01-11 23:06,CYPRESS,TSOP2-54CME,2880,01/19/2022 MP
BB497,UTC1000S,RUNNING,P53ABAV13,2200,178NNAB002,AAB178NN2001A,22-01-12 22:58,22-01-12 02:54,WINBOND,VFBGA178JEU,2665,01/20/2022 MP
BB498,UTC1000S,RUNNING,P53ABAV10,2200,178NNAB002,AAB178NN2001A,22-01-12 18:30,22-01-12 03:20,WINBOND,VFBGA178JEU,2012,01/21/2022 MP
BB499,UTC1000S,RUNNING,R02BUA954,2200,086TABU026,ABU086TA1007A,22-01-12 10:27,22-01-12 02:48,ICSI,TSOP2-86E,1600,01/16/2022 MP
BB500,UTC1000S,WAIT-SETUP,,,,AAB066TN1004A,,22-01-12 05:48,,,,01/23/2022 MP
BB501,UTC1000S,RUNNING,R02MSF701,2200,048TWMS063,AMS048TW1053A,22-01-12 13:07,22-01-12 06:14,MTI,TSOP1-48AM,2160,01/24/2022 MP
BB502,UTC1000S,IDLE,,,,AMS096EC3001B,,22-01-11 02:46,,,,01/25/2022 MP
BB503,UTC1000S,RUNNING,R02MSFU09,2200,048TWMS067,AMS048TW1057A,22-01-12 13:09,22-01-12 07:11,MTI,TSOP1-48AM,2160,01/26/2022 MP
BB504,UTC1000S,RUNNING,R02CDAP04,2200,096CACD004,ACD096CA4001B,22-01-13 06:54,22-01-12 07:56,ETRON,FBGA-96UH6B,5600,01/27/2022 MP
BB505,UTC1000S,RUNNING,P53MSJH04,2200,078ENMS007,AMS078EN1002A,22-01-12 21:38,22-01-12 07:59,MTI,FBGA-78UEN,3344,01/28/2022 MP
BB506,UTC1000S,RUNNING,R02ABM702,2200,096ELAB047,AAB096EL1017A,22-01-12 20:12,22-01-12 06:57,WINBOND,FBGA96UEL(2),2860,01/29/2022 MP
BB507,UTC1000S,IDLE,,,,AMS078EP1001A,,22-01-12 06:29,,,,01/30/2022 MP
BB508,UTC1000S,RUNNING,R02AWH210,2200,048TPAW054,AAW048TP1026E,22-01-12 10:10,22-01-12 04:28,MXIC,TSOP1-48/48M,2160,01/31/2022 MP
BB509,UTC1000S,RUNNING,P53MSJF05,2200,078ENMS007,AMS078EN1002A,22-01-12 12:25,22-01-11 22:08,MTI,FBGA-78UEN,3499,01/29/2022 MP
BB510,UTC1000S,IDLE,,,,AMS096EC3001B,,22-01-11 15:44,,,,01/30/2022 MP
BB511,UTC1000S,IN-REPAIR,R02MSFV02,2200,048TWMS056,AMS048TW1048A,22-01-12 05:57:35,22-01-12 07:52,MTI,TSOP1-48AM,2160,01/31/2022 MP
BB512,UTC1000S,RUNNING,R02AWH203,2200,048TPAW054,AAW048TP1026E,22-01-12 08:56,22-01-12 03:15,MXIC,TSOP1-48/48M,2160,
BB513,UTC1000S,RUNNING,R02AWH211,2200,048TPAW054,AAW048TP1026E,22-01-12 10:37,22-01-12 04:55,MXIC,TSOP1-48/48M,2160,
BB514,UTC1000S,WAIT-SETUP,,,,AIS048MA9004A,,22-01-12 07:14,,,,
BB515,UTC1000S,IDLE,,,,ABU024MA6004A,,22-01-12 03:01,,,,
BB516,UTC1000S,IN-REPAIR,,,,AAW048TP1026E,,22-01-12 07:37,,,,
BB517,UTC1000S,RUNNING,R02MSFU06,2200,048TWMS067,AMS048TW1057A,22-01-12 11:48,22-01-12 05:49,MTI,TSOP1-48AM,2160,
BB518,UTC1000S,RUNNING,P51ABHF04,2200,178NNAB002,AAB178NN2001A,22-01-12 20:56,22-01-12 03:09,WINBOND,VFBGA178JEU,2360,
BB519,UTC1000S,RUNNING,R02MSFU05,2200,048TWMS067,AMS048TW1057A,22-01-12 11:28,22-01-12 05:29,MTI,TSOP1-48AM,2160,
BB520,UTC1000S,RUNNING,R02ABL802,2200,096ELAB016,AAB096EL1003A,22-01-12 08:39,22-01-11 08:01,WINBOND,FBGA96UEL(2),5986,
BB521,UTC1000S,RUNNING,R02AWG901,2200,052XYAW004,AAW052XY1002A,22-01-13 04:35,22-01-11 23:36,MXIC,STBGA52D4L,5674,
BB522,UTC1000S,IDLE,,,,AMS096EC3001B,,22-01-12 02:33,,,,
BB523,UTC1000S,RUNNING,R02AWDP20,2200,064MRAW029,AAW064MR1009A,22-01-12 13:15,22-01-12 00:57,MXIC,MBGA64J4U,4000,01/12/2022 MP
BB524,UTC1000S,RUNNING,R02AWH509,2200,048TPAW054,AAW048TP1026E,22-01-12 12:50,22-01-12 07:08,MXIC,TSOP1-48/48M,2160,01/13/2022 MP
BB525,UTC1000S,RUNNING,R02AWDP18,2200,064MRAW029,AAW064MR1009A,22-01-12 11:25,22-01-11 23:20,MXIC,MBGA64J4U,3933,01/14/2022 MP
BB526,UTC1000S,WAIT-REPAIR,,,,AMS078EP1001A,,22-01-11 18:53,,,,01/15/2022 MP
BB527,UTC1000S,RUNNING,R02CDAY05,2200,084UCCD009,ACD084CC2004B,22-01-12 10:32,22-01-11 18:33,ETRON,FBGA-84UC(2),5596,01/16/2022 MP
BB528,UTC1000S,IDLE,,,,ABU054NB2004C,,22-01-12 07:38,,,,01/17/2022 MP
BB529,UTC1000S,RUNNING,P53ABAV12,2200,178NNAB002,AAB178NN2001A,22-01-12 22:29,22-01-12 04:33,WINBOND,VFBGA178JEU,2380,01/18/2022 MP
BB530,UTC1000S,RUNNING,R02MSFS01,2200,048TWMS067,AMS048TW1057A,22-01-12 13:12,22-01-12 07:13,MTI,TSOP1-48AM,2160,01/19/2022 MP
BB531,UTC1000S,IDLE,,,,AAW024MA5010B,,22-01-12 07:59,,,,01/20/2022 SP
BB532,UTC1000S,RUNNING,R02AWDP19,2200,064MRAW029,AAW064MR1009A,22-01-12 18:14,22-01-12 06:04,MXIC,MBGA64J4U,3958,01/21/2022 SP
BB533,UTC1000S,RUNNING,R02BUA402,2200,084UCBU004,ABU084CC2001C,22-01-13 01:25,22-01-12 05:55,ICSI,FBGA-84UC(2),5583,01/17/2022 SP
